,dataset,method,k1,k2,ObjVal_Train,ObjVal_Test,Time_Elapsed,N_Iter
435,4,kernelsearch_CCA_without,3,3,0.4759793755229762,0.4603648945592389,132.8611822128296,-1
436,4,kernelsearch_CCA_without,3,3,0.5227881379758191,0.35636090212427207,24.950052976608276,-1
437,4,kernelsearch_CCA_without,3,3,0.4685984518011737,0.4680595462494991,125.61002445220947,-1
438,4,kernelsearch_CCA_without,3,3,0.5103578759730039,0.41561341272260477,23.44595694541931,-1
439,4,kernelsearch_CCA_with,3,3,0.49388052230936824,0.4111809906694533,17.7938232421875,-1
440,4,kernelsearch_CCA_with,3,3,0.4759793755229762,0.4603648945592389,133.70735502243042,-1
441,4,kernelsearch_CCA_with,3,3,0.5227881379758191,0.35636090212427207,25.091902494430542,-1
442,4,kernelsearch_CCA_with,3,3,0.4685984518011737,0.4680595462494991,125.18078279495239,-1
443,4,kernelsearch_CCA_with,3,3,0.5103578759730039,0.41561341272260477,22.95942974090576,-1
444,4,combined_CCA,3,3,0.4908325022494019,0.3984576934678414,0.36675429344177246,-1
445,4,combined_CCA,3,3,0.4934491646978869,0.44588835090325823,0.5025215148925781,-1
446,4,combined_CCA,3,3,0.5212972743025652,0.34843881521230236,0.43070101737976074,-1
447,4,combined_CCA,3,3,0.4685991230190391,0.39102746482832335,0.6320517063140869,-1
448,4,combined_CCA,3,3,0.5065256274424015,0.38671963784408436,0.38004207611083984,-1
449,4,greedy_CCA,5,5,0.5561513892758614,0.4896242980433369,0.322613000869751,-1
450,4,greedy_CCA,5,5,0.5676485128755788,0.40375238816736114,0.29784536361694336,-1
451,4,greedy_CCA,5,5,0.5838957741223035,0.45324825391756385,0.32371973991394043,-1
452,4,greedy_CCA,5,5,0.5526348887531279,0.45420150966507533,0.3162055015563965,-1
453,4,greedy_CCA,5,5,0.5606572845683868,0.5079591036966711,0.29895973205566406,-1
454,4,CCA_without,5,5,0.4923051575142194,0.4712811968137705,1000.013062953949,-1
455,4,CCA_without,5,5,0.5617604507772533,0.4829499080107724,1000.0207223892212,-1
456,4,CCA_without,5,5,0.554560233141103,0.3872980859985939,1000.011677980423,-1
457,4,CCA_without,5,5,0.5527725372305197,0.45967431215673504,1000.0116722583771,-1
458,4,CCA_without,5,5,0.5597738952887046,0.47530755761181837,1000.0205864906311,-1
459,4,CCA_with,5,5,0.5307264779496652,0.38875311778456867,100.80603981018066,5
460,4,CCA_with,5,5,0.561759040441417,0.48276727178299367,100.18742966651917,1
461,4,CCA_with,5,5,0.5841953986575921,0.4489064797695002,100.66494822502136,5
462,4,CCA_with,5,5,0.5527724502705814,0.4594621341362054,100.15756440162659,1
463,4,CCA_with,5,5,0.5597745148643762,0.47553591066845424,100.1129150390625,1
464,4,multistart_CCA,5,5,0.5601880976767214,0.4352637886618867,114.42598176002502,-1
465,4,multistart_CCA,5,5,0.5677209124887165,0.40495615007849556,108.31158804893494,-1
466,4,multistart_CCA,5,5,0.5842648837122525,0.450074087166071,109.33842778205872,-1
467,4,multistart_CCA,5,5,0.5527616294408804,0.4592173094802955,111.01661682128906,-1
468,4,multistart_CCA,5,5,0.5628253537530752,0.4727410281759986,111.15757155418396,-1
469,4,benders_CCA_without,5,5,0.5292834439239728,0.42253967915350776,1034.290934562683,36
470,4,benders_CCA_without,5,5,0.5315640412665807,0.47747103215021347,1005.1530537605286,42
471,4,benders_CCA_without,5,5,0.5420067525233928,0.34174414881657517,1168.3582360744476,22
472,4,benders_CCA_without,5,5,0.5158900621274548,0.5013734806928317,1063.283893108368,55
473,4,benders_CCA_without,5,5,0.4922765351154127,0.3492671009060183,1104.515659570694,17
474,4,benders_CCA_with,5,5,0.5454263070742281,0.4953733529878195,1183.9091517925262,16
475,4,benders_CCA_with,5,5,0.561758848807926,0.4827837859028694,1115.25048995018,22
476,4,benders_CCA_with,5,5,0.5839469006246434,0.4526048520786681,1052.142305612564,28
477,4,benders_CCA_with,5,5,0.5527724502705814,0.4594621341362054,1094.1682002544403,35
478,4,benders_CCA_with,5,5,0.5614952988374649,0.4933035397941847,1091.3234765529633,42
479,4,kernelsearch_CCA_without,5,5,0.5546302545417633,0.43144368976960834,780.5728957653046,-1
480,4,kernelsearch_CCA_without,5,5,0.5571028726422166,0.47287976349921085,805.3915946483612,-1
481,4,kernelsearch_CCA_without,5,5,0.5842326906700515,0.44931852545325657,792.6983098983765,-1
482,4,kernelsearch_CCA_without,5,5,0.5499166571429591,0.45223493613244925,780.3663539886475,-1
483,4,kernelsearch_CCA_without,5,5,0.5483097966552573,0.4916009377949583,794.3138871192932,-1
484,4,kernelsearch_CCA_with,5,5,0.5546302545417633,0.43144368976960834,780.9710283279419,-1
485,4,kernelsearch_CCA_with,5,5,0.5571028726422166,0.47287976349921085,803.5694704055786,-1
486,4,kernelsearch_CCA_with,5,5,0.5842326906700515,0.44931852545325657,791.8417904376984,-1
487,4,kernelsearch_CCA_with,5,5,0.5499166571429591,0.45223493613244925,779.625406742096,-1
488,4,kernelsearch_CCA_with,5,5,0.5483097966552573,0.4916009377949583,793.8889057636261,-1
489,4,combined_CCA,5,5,0.5544898730427186,0.4998764297186038,0.8178176879882812,-1
490,4,combined_CCA,5,5,0.5657650622588037,0.4587908881681422,0.6911029815673828,-1
491,4,combined_CCA,5,5,0.5811680875151845,0.4344632588190228,0.5684313774108887,-1
492,4,combined_CCA,5,5,0.5476976142217438,0.43806362175001184,0.6126773357391357,-1
493,4,combined_CCA,5,5,0.558909234393822,0.4492666562001915,0.7425181865692139,-1
0,5,greedy_CCA,3,3,0.7276946726579,0.72964001564669,34.9856715202332,-1
1,5,greedy_CCA,3,3,0.729979583277801,0.724281261205021,33.8852286338806,-1
2,5,greedy_CCA,3,3,0.728427319849546,0.727947753268299,33.6869947910309,-1
3,5,greedy_CCA,3,3,0.728332758330988,0.728141626566834,27.4616980552673,-1
4,5,greedy_CCA,3,3,0.729299923926944,0.725905565634957,33.9143579006195,-1
5,5,CCA_without,3,3,-1.0,,7200.32711386681,-1
6,5,CCA_without,3,3,-1.0,,7200.31779146195,-1
7,5,CCA_without,3,3,0.034022009850299,0.26926385421196,7200.38061237335,-1
8,5,CCA_without,3,3,-1.0,,7200.36296033859,-1
9,5,CCA_without,3,3,0.302643276553946,0.329192065710516,7200.29506993294,-1
10,5,CCA_with,3,3,0.775191797079706,0.775789203955413,726.821682453156,9
11,5,CCA_with,3,3,0.777729844850176,0.771985598638577,725.7977039814,9
12,5,CCA_with,3,3,0.70267346827411,0.703356618073713,726.634442806244,7
13,5,CCA_with,3,3,0.7149936404734942,0.7164318283230242,724.0376825332642,5
14,5,multistart_CCA,3,3,0.7759267774787216,0.7758370049984222,60.77791380882263,-1
15,5,multistart_CCA,3,3,0.729979776375907,0.7242786392934061,83.82794976234436,-1
16,5,multistart_CCA,3,3,0.7770684350331297,0.7742156502615998,62.67268395423889,-1
17,5,multistart_CCA,3,3,0.7777133899096583,0.7719692365198645,71.71031856536865,-1
18,5,multistart_CCA,3,3,0.7759373944790728,0.7761778063415681,66.43675065040588,-1
19,5,benders_CCA_without,3,3,0.6652268267500585,0.6592381988969434,7202.237694263458,5823
20,5,benders_CCA_without,3,3,0.6599955687781531,0.6524714941462936,7202.692624330521,6546
21,5,benders_CCA_without,3,3,0.6552456524046435,0.642825610728771,7203.414077043533,5915
22,5,benders_CCA_without,3,3,0.6935269152975005,0.6943923264112256,7202.401311635971,5659
23,5,benders_CCA_without,3,3,0.6735192728923995,0.6727459745743906,7200.943888425827,6634
24,5,benders_CCA_with,3,3,0.7744056032705466,0.7746339876176755,7201.939052581787,6775
25,5,benders_CCA_with,3,3,0.7774692416986672,0.7717252041835531,7201.026258230209,6589
26,5,benders_CCA_with,3,3,0.7026498579222528,0.7034674947568753,7202.096356153488,6065
27,5,benders_CCA_with,3,3,0.7758816348612674,0.7704320290916812,7201.598866462708,6806
28,5,benders_CCA_with,3,3,0.7145883149781778,0.7158236073607603,7200.632525205612,7107
29,5,kernelsearch_CCA_without,3,3,0.6485207127280057,0.6391321294991883,896.7642087936401,-1
30,5,kernelsearch_CCA_without,3,3,0.6237928522915084,0.646940803324993,896.3164005279541,-1
31,5,kernelsearch_CCA_without,3,3,0.566640553908168,0.5964154293122247,899.1022765636444,-1
32,5,kernelsearch_CCA_without,3,3,0.6142254596180524,0.6038506808032589,896.2353801727295,-1
33,5,kernelsearch_CCA_without,3,3,0.6316764547406439,0.6756334319363255,897.0106101036072,-1
34,5,kernelsearch_CCA_with,3,3,0.6485207127280057,0.6391321294991883,6014.332940101624,-1
35,5,kernelsearch_CCA_with,3,3,0.6237928522915084,0.646940803324993,5373.795692920685,-1
36,5,kernelsearch_CCA_with,3,3,0.566640553908168,0.5964154293122247,6039.881084680557,-1
37,5,kernelsearch_CCA_with,3,3,0.6142254596180524,0.6038506808032589,5624.074924707413,-1
38,5,kernelsearch_CCA_with,3,3,0.6316764547406439,0.6756334319363255,5497.681231021881,-1
39,5,combined_CCA,3,3,0.7073886495647723,0.7000759579631772,10.647030591964722,-1
40,5,combined_CCA,3,3,0.7041514079234572,0.7041048227112453,9.906270503997805,-1
41,5,combined_CCA,3,3,0.7229827059077507,0.7167588335582907,12.327699184417725,-1
42,5,combined_CCA,3,3,0.7089515099041309,0.6927716612778947,9.489818811416626,-1
